activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
active,7022309,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(C)c(Nc2cc(S(=O)(=O)[O-])c(N)c3c2C(=O)c2ccccc2C3=O)c(C)c1.[Na+],,,CHEMBL1201862,,,,CHEMBL133576,ACID BLUE 129,CHEMBL1205687,,0,http://www.openphacts.org/units/Nanomolar,1023692,,7,1,,,IC50,nM,,21470.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,21.47
active,7022310,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1nn(-c2cccc(Cl)c2)c2nc(-c3ccco3)cc(C(=O)O)c12,,,CHEMBL1201862,,,,CHEMBL1464107,,CHEMBL1464107,,0,http://www.openphacts.org/units/Nanomolar,1007705,>,7,1,>,,IC50,nM,,100000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,100.0
active,7022311,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)c([N+](=O)[O-])cc1OC,,,CHEMBL1201862,,,,CHEMBL1363719,,CHEMBL1363719,,0,http://www.openphacts.org/units/Nanomolar,1098051,,7,1,,,IC50,nM,,17300.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,17.3
active,7022312,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1sc(NC(=O)C2CCCCC2C(=O)O)c(C(N)=O)c1-c1ccc(C(C)(C)C)cc1,,,CHEMBL1201862,,,,CHEMBL1453327,,CHEMBL1453327,,0,http://www.openphacts.org/units/Nanomolar,1008077,,7,1,,,IC50,nM,,60080.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,60.08
active,7022313,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(N2C(=O)C(Cl)=C(N3CCN(C)CC3)C2=O)c(C)c1,,,CHEMBL1201862,,,,CHEMBL1345808,,CHEMBL1345808,,0,http://www.openphacts.org/units/Nanomolar,984992,,7,1,,,IC50,nM,,40450.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,40.45
active,7022314,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Oc1cc(CNCc2ccccc2)c(O)cc1CNCc1ccccc1,,,CHEMBL1201862,,,,CHEMBL1716493,,CHEMBL1716493,,0,http://www.openphacts.org/units/Nanomolar,1387544,,7,1,,,IC50,nM,,37390.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,37.39
active,7022315,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(F)cc2)o1)c1c(C)n[nH]c1O,,,CHEMBL1201862,,,,CHEMBL1415513,,CHEMBL1415513,,0,http://www.openphacts.org/units/Nanomolar,1097665,,7,1,,,IC50,nM,,58090.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,58.09
active,7022316,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C1ON=C(c2ccc([N+](=O)[O-])cc2)/C1=C/c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL1473975,,CHEMBL1473975,,0,http://www.openphacts.org/units/Nanomolar,1222471,,7,1,,,IC50,nM,,32370.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,32.37
active,7022317,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)c1,,,CHEMBL1201862,,,,CHEMBL1374665,,CHEMBL1374665,,0,http://www.openphacts.org/units/Nanomolar,1141321,,7,1,,,IC50,nM,,34460.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,34.46
active,7022318,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CCCCn1c(NC(=O)c2ccc(Br)o2)c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc21,,,CHEMBL1201862,,,,CHEMBL1381243,,CHEMBL1381243,,0,http://www.openphacts.org/units/Nanomolar,1523547,,7,1,,,IC50,nM,,75370.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,75.37
active,7022319,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C2CC(c3ccccc3)=NN2c2ccc(Cl)c(C(=O)O)c2)cc1,,,CHEMBL1201862,,,,CHEMBL1385654,,CHEMBL1385654,,0,http://www.openphacts.org/units/Nanomolar,1095140,,7,1,,,IC50,nM,,39930.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,39.93
active,7022320,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1cc(N2C(=O)C=CC2=O)cc(N2C(=O)C=CC2=O)c1,,,CHEMBL1201862,,,,CHEMBL1736648,,CHEMBL1736648,,0,http://www.openphacts.org/units/Nanomolar,1385279,,7,1,,,IC50,nM,,19590.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,19.59
active,7022321,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CN1C(=O)/C(=C\c2ccccc2OCc2ccc(F)cc2)SC1=S,,,CHEMBL1201862,,,,CHEMBL1516335,,CHEMBL1516335,,0,http://www.openphacts.org/units/Nanomolar,1211440,,7,1,,,IC50,nM,,43200.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,43.2
active,7022322,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc2c(c1)c(=O)c1c3n2CCN(C(=O)CCl)C3CC1,,,CHEMBL1201862,,,,CHEMBL1408395,,CHEMBL1408395,,0,http://www.openphacts.org/units/Nanomolar,1000470,>,7,1,>,,IC50,nM,,100000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,100.0
active,7022323,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C(Cc1cnn(-c2ccccc2)c1)c1ccc(O)c(O)c1O,,,CHEMBL1201862,,,,CHEMBL1486827,,CHEMBL1486827,,0,http://www.openphacts.org/units/Nanomolar,991622,,7,1,,,IC50,nM,,75690.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,75.69
active,7022324,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(N2C(=O)/C(=C/c3ccco3)C(=O)NC2=S)cc1,,,CHEMBL1201862,,,,CHEMBL1589514,,CHEMBL1589514,,0,http://www.openphacts.org/units/Nanomolar,1212139,>,7,1,>,,IC50,nM,,100000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,100.0
active,7022325,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CCOc1cc(/C=C2/C(=O)ON=C2C)ccc1OCc1ccccc1F,,,CHEMBL1201862,,,,CHEMBL1598843,,CHEMBL1598843,,0,http://www.openphacts.org/units/Nanomolar,997116,,7,1,,,IC50,nM,,41460.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,41.46
active,7022326,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)C1Nc2ccc(C(=O)O)cc2C2C=CCC12,,,CHEMBL1201862,,,,CHEMBL1492654,,CHEMBL1492654,,0,http://www.openphacts.org/units/Nanomolar,1208591,,7,1,,,IC50,nM,,44950.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,44.95
active,7022327,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=[N+]([O-])c1ccc(N/N=C/c2ccc(O)c(O)c2O)c(S(=O)(=O)N2CCOCC2)c1,,,CHEMBL1201862,,,,CHEMBL2006418,,CHEMBL2006418,,0,http://www.openphacts.org/units/Nanomolar,1094033,,7,1,,,IC50,nM,,4600.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,4.6
active,7022328,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CCCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,,,CHEMBL1201862,,,,CHEMBL1490987,,CHEMBL1490987,,0,http://www.openphacts.org/units/Nanomolar,1229728,>,7,1,>,,IC50,nM,,100000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,100.0
active,7022329,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Nc1nc(Sc2ccc([N+](=O)[O-])c3nonc23)c2nc[nH]c2n1,,,CHEMBL1201862,,,,CHEMBL515505,,CHEMBL515505,,0,http://www.openphacts.org/units/Nanomolar,1388505,,7,1,,,IC50,nM,,16030.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,16.03
active,7022330,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,C#CCOc1c(Br)cc(/C=C2/C(=O)ON=C2C)cc1OC,,,CHEMBL1201862,,,,CHEMBL1464233,,CHEMBL1464233,,0,http://www.openphacts.org/units/Nanomolar,1222506,>,7,1,>,,IC50,nM,,100000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,100.0
active,7022331,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCSC1=CC(=O)C(OC)=C(OC)C1=O,,,CHEMBL1201862,,,,CHEMBL1736502,,CHEMBL1736502,,0,http://www.openphacts.org/units/Nanomolar,1390096,,7,1,,,IC50,nM,,12490.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,12.49
active,7022332,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc2c1c1ccc3c(c1n2C)C(=O)C=CC3=O,,,CHEMBL1201862,,,,CHEMBL1489368,,CHEMBL1489368,,0,http://www.openphacts.org/units/Nanomolar,1146846,,7,1,,,IC50,nM,,33460.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,33.46
active,7022333,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,C/C(=N\Nc1cccc(C(=O)O)c1)c1ccc2c(c1)Nc1ccccc1S2,,,CHEMBL1201862,,,,CHEMBL3197153,,CHEMBL3197153,,0,http://www.openphacts.org/units/Nanomolar,1149491,>,7,1,>,,IC50,nM,,100000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,100.0
active,7022334,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CC(C(=O)Nc1ccc(C(=O)O)c(O)c1)N1C(=O)/C(=C\c2ccco2)SC1=S,,,CHEMBL1201862,,,,CHEMBL1503793,,CHEMBL1503793,,0,http://www.openphacts.org/units/Nanomolar,1245412,,7,1,,,IC50,nM,,79430.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,79.43
active,7022335,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=[N+]([O-])c1cc2no[n+]([O-])c2cc1N1CCCCC1,,,CHEMBL1201862,,,,CHEMBL1736432,,CHEMBL1736432,,0,http://www.openphacts.org/units/Nanomolar,1388899,,7,1,,,IC50,nM,,6380.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,6.38
active,7022336,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C1ON=C(c2ccccc2)/C1=C/c1ccc(OS(=O)(=O)c2ccccc2)cc1,,,CHEMBL1201862,,,,CHEMBL1363865,,CHEMBL1363865,,0,http://www.openphacts.org/units/Nanomolar,1033110,,7,1,,,IC50,nM,,32280.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,32.28
active,7022337,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(F)c(NC(=O)/C(C#N)=C(\O)c2ccc(C(C)(C)C)cc2)c1,,,CHEMBL1201862,,,,CHEMBL1425314,,CHEMBL1425314,,0,http://www.openphacts.org/units/Nanomolar,1124858,,7,1,,,IC50,nM,,32570.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,32.57
active,7022338,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CC(C)C1Nc2ccc(C(=O)O)cc2C2C=CCC21,,,CHEMBL1201862,,,,CHEMBL1414222,,CHEMBL1414222,,0,http://www.openphacts.org/units/Nanomolar,1107551,,7,1,,,IC50,nM,,38700.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,38.7
active,7022339,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,C=CCc1cc(C=C2C(=O)NC(=O)NC2=O)cc(OC)c1OCc1ccc(C(=O)O)cc1,,,CHEMBL1201862,,,,CHEMBL1369048,,CHEMBL1369048,,0,http://www.openphacts.org/units/Nanomolar,1093847,,7,1,,,IC50,nM,,29120.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,29.12
active,7022340,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1[nH]c2ccccc2c1C(c1cccc(O)c1)c1c(C(=O)O)[nH]c2ccccc12,,,CHEMBL1201862,,,,CHEMBL1442758,,CHEMBL1442758,,0,http://www.openphacts.org/units/Nanomolar,1214882,,7,1,,,IC50,nM,,23160.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,23.16
active,7022341,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=S(=O)(Nc1nc2ccccc2nc1NCc1ccco1)c1ccc(Cl)cc1,,,CHEMBL1201862,,,,CHEMBL1550841,,CHEMBL1550841,,0,http://www.openphacts.org/units/Nanomolar,1304012,,7,1,,,IC50,nM,,91920.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,91.92
active,7022342,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cl.O=C(NCC(c1cccs1)N1CCOCC1)c1ccccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,,,CHEMBL1201862,,,,CHEMBL1443706,,CHEMBL1621765,,0,http://www.openphacts.org/units/Nanomolar,1386084,>,7,1,>,,IC50,nM,,100000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,100.0
active,7022343,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,,,CHEMBL1201862,,,,CHEMBL1598985,,CHEMBL1598985,,0,http://www.openphacts.org/units/Nanomolar,1229817,>,7,1,>,,IC50,nM,,100000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,100.0
active,7022344,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)s1,,,CHEMBL1201862,,,,CHEMBL1363782,,CHEMBL1363782,,0,http://www.openphacts.org/units/Nanomolar,1015632,,7,1,,,IC50,nM,,46420.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,46.42
active,7022345,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C1NC(=O)C(=Cc2cc(Cl)ccc2OCc2ccc(C(=O)O)cc2)C(=O)N1,,,CHEMBL1201862,,,,CHEMBL1345999,,CHEMBL1345999,,0,http://www.openphacts.org/units/Nanomolar,1095933,,7,1,,,IC50,nM,,20700.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,20.7
active,7022346,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(COc2ccccc2/C=N/Nc2cccc(C(=O)O)c2)cc1,,,CHEMBL1201862,,,,CHEMBL3199187,,CHEMBL3199187,,0,http://www.openphacts.org/units/Nanomolar,1137718,,7,1,,,IC50,nM,,76240.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,76.24
active,7022347,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Nc1c(Br)cc(Br)c2c1C(=O)c1c(cccc1S(=O)(=O)O)C2=O,,,CHEMBL1201862,,,,CHEMBL1717449,,CHEMBL1717449,,0,http://www.openphacts.org/units/Nanomolar,1387186,,7,1,,,IC50,nM,,96110.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,96.11
